username,group_number,outstanding,very_good,good,fair,needs_improvement
uid18,5,10,80,10,0,0
uid19,5,2,30,60,8,0
uid16,5,90,10,0,0,0
uid14,5,40,50,10,0,0
uid4,6,90,10,0,0,0
uid7,5,70,30,0,0,0
uid12,5,60,30,10,0,0
uid15,5,100,0,0,0,0
uid10,5,90,10,0,0,0
uid24,5,25,75,0,0,0
uid22,4,10,70,20,0,0
uid1,5,30,40,30,0,0
uid22,5,90,10,0,0,0
uid9,5,10,45,35,10,0
uid23,6,50,50,0,0,0
uid2,6,10,60,30,0,0
uid17,6,10,15,35,25,15
uid21,6,85,15,0,0,0
uid18,6,10,70,20,0,0
uid14,6,10,20,70,0,0
uid12,6,20,60,20,0,0
uid13,6,20,50,20,10,0
uid7,6,0,20,80,0,0
uid10,6,100,0,0,0,0
uid20,6,100,0,0,0,0
uid11,6,100,0,0,0,0
uid8,6,100,0,0,0,0
uid24,6,10,60,30,0,0
uid6,6,80,20,0,0,0
uid1,6,20,70,10,0,0
uid16,6,60,30,10,0,0
uid19,6,10,50,35,5,0
uid9,6,18,42,35,5,0
uid15,6,0,100,0,0,0
uid5,4,20,40,40,0,0
uid5,5,40,30,30,0,0
uid5,6,20,20,60,0,0
uid2,7,0,10,60,30,0
uid23,7,20,80,0,0,0
uid24,7,0,30,60,10,0
uid17,7,20,40,15,15,10
uid14,7,40,50,10,0,0
uid1,7,60,30,10,0,0
uid16,7,86,10,4,0,0
uid7,7,80,20,0,0,0
uid4,7,20,80,0,0,0
uid21,7,95,5,0,0,0
uid19,7,45,45,10,0,0
uid15,7,0,100,0,0,0
uid12,7,80,20,0,0,0
uid11,7,90,10,0,0,0
uid10,7,95,5,0,0,0
uid20,7,0,0,100,0,0
uid8,7,0,0,100,0,0
uid13,7,90,10,0,0,0
uid3,6,90,10,0,0,0
uid18,7,50,40,10,0,0
uid9,1,40,40,20,0,0
uid22,7,0,90,10,0,0
uid3,7,10,80,10,0,0
uid4,5,70,30,0,0,0
uid22,6,0,0,50,50,0
uid14,8,10,80,10,0,0
uid2,9,70,30,0,0,0
uid17,8,15,30,40,10,5
uid13,8,40,30,30,0,0
uid12,8,0,30,70,0,0
uid1,8,10,50,40,0,0
uid18,8,20,50,30,0,0
uid21,8,13,87,0,0,0
uid4,8,95,5,0,0,0
uid6,8,68,32,0,0,0
uid8,8,0,50,50,0,0
uid16,8,40,50,10,0,0
uid11,8,50,50,0,0,0
uid24,8,0,20,70,10,0
uid20,8,0,100,0,0,0
uid10,8,0,100,0,0,0
uid19,8,35,50,13,2,0
uid15,8,70,30,0,0,0
uid9,8,30,45,23,2,0
uid7,8,100,0,0,0,0
uid23,8,100,0,0,0,0
uid3,8,10,10,80,0,0
uid5,8,70,30,0,0,0
uid22,8,0,10,60,30,0
uid21,9,90,10,0,0,0
uid7,9,10,70,20,0,0
uid1,9,40,50,10,0,0
uid5,9,40,60,0,0,0
uid23,9,50,50,0,0,0
uid22,9,50,50,0,0,0
uid5,7,30,60,10,0,0
uid24,9,90,10,0,0,0
uid13,9,90,10,0,0,0
uid10,9,20,80,0,0,0
uid18,9,40,60,0,0,0
uid20,9,0,100,0,0,0
uid14,9,50,50,0,0,0
uid8,9,100,0,0,0,0
uid12,9,80,20,0,0,0
uid19,9,20,65,13,2,0
uid9,9,30,65,5,0,0
uid16,9,65,25,10,0,0
uid6,9,40,60,0,0,0
uid6,7,30,50,20,0,0
uid15,9,100,0,0,0,0
uid4,9,0,100,0,0,0
uid3,9,90,10,0,0,0
uid5,10,0,50,50,0,0
uid24,10,0,0,40,60,0
uid2,8,50,40,10,0,0
uid11,9,80,20,0,0,0
uid3,10,20,10,70,0,0
uid2,10,0,20,50,30,0
uid21,10,80,20,0,0,0
uid22,10,0,0,30,60,10
uid12,10,0,0,80,20,0
uid14,10,0,0,50,50,0
uid17,9,10,45,30,10,5
uid6,10,50,40,10,0,0
uid4,10,0,70,30,0,0
uid11,10,30,70,0,0,0
uid13,10,20,40,30,10,0
uid16,10,40,45,10,5,0
uid17,10,5,15,45,25,10
uid23,10,0,70,30,0,0
uid20,10,0,100,0,0,0
uid8,10,0,0,100,0,0
uid19,10,10,65,20,5,0
uid9,10,10,45,40,5,0
uid10,10,5,95,0,0,0
uid1,10,10,60,30,0,0
uid7,10,10,30,60,0,0
uid18,10,30,60,10,0,0
uid15,10,0,50,50,0,0
